model,timm_name,epoch,train_loss,train_accuracy,train_macro_f1,train_f1_sem_garimpo,train_f1_com_garimpo,train_recall_com_garimpo,train_precision_com_garimpo,train_time_s,val_loss,val_accuracy,val_macro_f1,val_f1_sem_garimpo,val_f1_com_garimpo,val_recall_com_garimpo,val_precision_com_garimpo
EfficientNet-B0 (v2 bloques),efficientnet_b0,1,0.9476134074055319,0.669334562520952,0.6688463037017567,0.6815619913641194,0.6561306160393939,0.6369866877256317,0.6764608979542935,222.5,0.5287950394199494,0.7673447148565201,0.765837992383445,0.7846214201647705,0.7470545646021194,0.6719156997395217,0.8411145694382689
EfficientNet-B0 (v2 bloques),efficientnet_b0,2,0.5284659568524678,0.7298720527433232,0.7297040226637195,0.7364432996715592,0.7229647456558798,0.7116990072202166,0.7345928793921574,143.4,0.4327098115013881,0.7982201235016346,0.797892548544569,0.806029214921725,0.7897558821674131,0.7411792564527587,0.8451464830565681
EfficientNet-B0 (v2 bloques),efficientnet_b0,3,0.49425149738209145,0.7475555928036652,0.747519750453123,0.7505279867485679,0.7445115141576782,0.7426951714801444,0.746336762746932,144.7,0.3969225032535386,0.807785446179925,0.8071728806541296,0.8180411484898849,0.7963046128183743,0.7347856973715369,0.8690659571488587
EfficientNet-B0 (v2 bloques),efficientnet_b0,4,0.47841139887548556,0.7562856185048609,0.7562728589823197,0.758036333379559,0.7545093845850803,0.7562330776173285,0.752793531360548,147.1,0.4229626631618398,0.8090567865359002,0.8089796178768991,0.8051402446558754,0.8128189910979229,0.8107980108927303,0.814850071394574
EfficientNet-B0 (v2 bloques),efficientnet_b0,5,0.4664657748348954,0.7657000782210303,0.7656849106431431,0.767570114178029,0.7637997071082573,0.7649199007220217,0.7626827896512935,147.3,0.3966502563935213,0.8082092262985834,0.8081799686533904,0.8058109599117322,0.8105489773950484,0.802391664693346,0.818873852102465
EfficientNet-B0 (v2 bloques),efficientnet_b0,6,0.45711410099573674,0.7718180802324281,0.7718076507486583,0.7733503524057939,0.7702649490915228,0.772393953068592,0.7681476495007292,146.1,0.4094336318297108,0.7892602009928563,0.7892203934491745,0.7863237370327174,0.7921170498656316,0.7852237745678428,0.799132425593445
EfficientNet-B0 (v2 bloques),efficientnet_b0,7,0.44885130700671827,0.7785367080120684,0.7785313236689129,0.7796233233720203,0.7774393239658053,0.7810243682310469,0.7738870413324763,144.5,0.44098233646912904,0.7862332001452961,0.7857566953776163,0.7958605538532694,0.7756528369019633,0.7227089746625621,0.8369669546140135
EfficientNet-B0 (v2 bloques),efficientnet_b0,8,0.44269311828364977,0.7819868141691809,0.7819818969292402,0.7830172941111049,0.7809464997473755,0.7846908844765343,0.7772376801877304,149.5,0.4283607132657993,0.7813294587722485,0.7807406276281037,0.7693781126292938,0.7921031426269137,0.8147051858868103,0.7707213261648745
EfficientNet-B0 (v2 bloques),efficientnet_b0,9,0.4388205525475196,0.7842915409542965,0.7842888470345586,0.7850511517850929,0.7835265422840242,0.7882445848375451,0.7788646434244628,149.9,0.4485618838358624,0.779694878314566,0.7784845017080544,0.7621102176897431,0.7948587857263656,0.8347146578261899,0.7586355321209513
EfficientNet-B0 (v2 bloques),efficientnet_b0,10,0.4301410730637203,0.7898647893619399,0.7898602156140114,0.7908405861579957,0.7888798450700272,0.7927290162454874,0.7850678733031674,150.3,0.4125186426903119,0.788291560721637,0.7882410937642302,0.7915101651463662,0.7849720223820943,0.7557423632488752,0.8165536650889088
EfficientNet-B0 (v2 bloques),efficientnet_b0,11,0.4251196348862963,0.7919599955302269,0.7919532385554806,0.7931388888888888,0.7907675882220724,0.7938007671480144,0.7877575011195701,153.6,0.4185389744440137,0.8026395447390725,0.8026387085492278,0.8030449492508458,0.8022324678476098,0.7828557897229458,0.8225926847474496
