model,timm_name,epoch,train_loss,train_accuracy,train_macro_f1,train_f1_sem_garimpo,train_f1_com_garimpo,train_recall_com_garimpo,train_precision_com_garimpo,train_time_s,val_loss,val_accuracy,val_macro_f1,val_f1_sem_garimpo,val_f1_com_garimpo,val_recall_com_garimpo,val_precision_com_garimpo
Swin Transformer,swin_tiny_patch4_window7_224,1,0.5427044029486834,0.7076570089579927,0.7047445312967273,0.675420054200542,0.7340690083929127,0.7189518321191692,0.7498355673493456,172.0,0.6055425080166994,0.6743935309973046,0.6671716075476268,0.6181444602497234,0.7161987548455304,0.9068868064852,0.5917693875570222
Swin Transformer,swin_tiny_patch4_window7_224,2,0.5042187160946189,0.7432815055285704,0.7386350746744124,0.7037866306169293,0.7734835187318954,0.7809938023268457,0.7661163018900123,175.5,0.585423218914762,0.6677223719676549,0.654858286968226,0.5882254697286012,0.7214911042078509,0.9500223114680946,0.5815880531779275
Swin Transformer,swin_tiny_patch4_window7_224,3,0.49098085110873474,0.7503112109155703,0.7454607154208959,0.7103232474832571,0.7805981833585347,0.7914537349135587,0.7700363913337847,169.5,0.61901864166851,0.6442048517520216,0.6301591428863371,0.5580850351523268,0.7022332506203474,0.9260746690465566,0.5655372876737215
Swin Transformer,swin_tiny_patch4_window7_224,4,0.48350878709718925,0.7554980595084088,0.7506545183755422,0.7159023228111971,0.7854067139398874,0.7972599760791562,0.773900745150191,178.1,0.5561352555963871,0.6888814016172506,0.6828469646438624,0.6390995075431877,0.7265944217445373,0.9125390450691655,0.6036009445100354
Swin Transformer,swin_tiny_patch4_window7_224,5,0.47456417152570224,0.7615025995264713,0.7565403393852665,0.7217824601366742,0.7912982186338587,0.8056322713928455,0.7774653207697635,183.0,0.5617083643967251,0.6764150943396227,0.6677392941979174,0.614049188233403,0.7214294001624318,0.9248847240815112,0.5913456966238707
Swin Transformer,swin_tiny_patch4_window7_224,6,0.46420216650565826,0.7697649442261222,0.7650171309039251,0.7316157118265496,0.7984185499813005,0.8124388387517669,0.7848739495798319,184.5,0.5202421624223499,0.7242587601078168,0.7242250799078273,0.7211774325429272,0.7272727272727273,0.8115424661609401,0.6588576258905929
Swin Transformer,swin_tiny_patch4_window7_224,7,0.45845582411204194,0.7732920012692523,0.768834576567135,0.736734693877551,0.8009344592567191,0.8126563009677069,0.7895459635334137,183.7,0.4962200775943355,0.7456199460916442,0.7455741952057542,0.7421624205996858,0.7489859698118226,0.8377212553919381,0.6772486772486772
Swin Transformer,swin_tiny_patch4_window7_224,8,0.45270885948137485,0.7776611584368669,0.7734279300538033,0.7424580847634935,0.804397775344113,0.8146134609111667,0.7944351366827137,182.8,0.5514599451478922,0.69588948787062,0.6922537403543825,0.6588039615937098,0.725703519115055,0.8879964301651049,0.6135662898252826
Swin Transformer,swin_tiny_patch4_window7_224,9,0.44741631996486425,0.7795162195806585,0.7753548933293825,0.7447800412510949,0.80592974540767,0.8157442644340546,0.7963485829529774,183.0,0.5643023609311754,0.6950808625336927,0.6929265099574402,0.6672060013238215,0.7186470185910588,0.8595864941246467,0.6174145299145299
Swin Transformer,swin_tiny_patch4_window7_224,10,0.4435203135626081,0.7831042983719397,0.7791265038107156,0.7494854951932565,0.8087675124281748,0.8172447537240405,0.8004643336386291,192.7,0.6252781468099661,0.6849730458221024,0.6795929144778914,0.6380738561585507,0.721111972797232,0.8990034210917746,0.6019920318725099
Swin Transformer,swin_tiny_patch4_window7_224,11,0.43713598295650896,0.786814420659523,0.7831131165388558,0.7547800207765955,0.8114462123011161,0.8173752310536044,0.8056025891077437,230.7,0.5718933999217103,0.7147574123989219,0.7126762284981271,0.6882227296162629,0.7371297273799913,0.8827904209430314,0.6327292110874201
Swin Transformer,swin_tiny_patch4_window7_224,12,0.4339385607677358,0.7874734555395543,0.7837045961943132,0.755153117178932,0.8122560752096945,0.8191801674459063,0.8054480531976309,188.8,0.5694555898882309,0.7189353099730458,0.7169366044288964,0.6931508864856911,0.7407223223721017,0.8862115127175368,0.6362665527552328
