model,timm_name,epoch,train_loss,train_accuracy,train_macro_f1,train_f1_sem_garimpo,train_f1_com_garimpo,train_recall_com_garimpo,train_precision_com_garimpo,train_time_s,val_loss,val_accuracy,val_macro_f1,val_f1_sem_garimpo,val_f1_com_garimpo,val_recall_com_garimpo,val_precision_com_garimpo
EfficientNet-B0 (tuned),efficientnet_b0,1,0.878958832999681,0.6812712050574825,0.6768051230077734,0.6388128232788427,0.7147974227367042,0.711688594106774,0.7179335307666995,224.9,0.6027668767540924,0.6506738544474393,0.6466480746635406,0.6089318044659022,0.6843643448611788,0.8359363379443701,0.57932171941037
EfficientNet-B0 (tuned),efficientnet_b0,2,0.5341291903529984,0.7334814127755132,0.7284585935068255,0.6915275305816877,0.7653896564319632,0.7746439056213983,0.7563539078922225,130.3,0.5307760604950938,0.7262803234501348,0.726255259202593,0.7288746495794954,0.7236358688256905,0.7910159155139075,0.666833855799373
EfficientNet-B0 (tuned),efficientnet_b0,3,0.4985130104671425,0.7515804632771119,0.7466987825812148,0.71153437353854,0.7818631916238895,0.7932804175274546,0.7707699459093983,129.9,0.49636735329730813,0.7609164420485175,0.756583198184787,0.7890606420927467,0.7241057542768273,0.6925479696564034,0.7586768779533974
EfficientNet-B0 (tuned),efficientnet_b0,4,0.47682694150086957,0.7641387390465962,0.7593504572337973,0.7254049445865303,0.7932959698810644,0.8064586278134174,0.7805560817494895,129.0,0.49234134892247755,0.7545822102425876,0.754191033223511,0.7639968895800933,0.7443851768669287,0.7887847687044475,0.704717607973422
EfficientNet-B0 (tuned),efficientnet_b0,5,0.46453621370954346,0.7710830139861847,0.7664823534071967,0.7337052969320101,0.7992594098823832,0.812025660541481,0.7868883550385637,130.3,0.5084515449653738,0.7479784366576819,0.7479553592854992,0.750367107195301,0.7455436113756974,0.8149635579354455,0.6870219435736677
EfficientNet-B0 (tuned),efficientnet_b0,6,0.4539083938601659,0.7795772413288096,0.7754889520512498,0.7451926468306034,0.8057852572718963,0.8147656844623247,0.7970006381620932,140.1,0.5424249490958982,0.72911051212938,0.7290927981864683,0.7269021739130435,0.7312834224598931,0.8136248698497694,0.6640767269637003
EfficientNet-B0 (tuned),efficientnet_b0,7,0.44449747425208214,0.7843735507334814,0.7805884739398601,0.7517702596380803,0.8094066882416397,0.8158312493204306,0.8030825216739805,129.5,0.5273852154251057,0.7361185983827493,0.7361185216958672,0.736260775862069,0.7359762675296656,0.8118399524022014,0.6730792946109261
EfficientNet-B0 (tuned),efficientnet_b0,8,0.4377869592871844,0.7888281383485074,0.7851205557574288,0.7568949771689498,0.8133461343459079,0.8198108078721322,0.8069826183748608,129.2,0.5140125557418782,0.7533018867924528,0.7529412262783937,0.7623807360290777,0.7435017165277097,0.7892309980663395,0.7027814569536424
EfficientNet-B0 (tuned),efficientnet_b0,9,0.429266907975062,0.7925626693353511,0.7890394438403809,0.7617766191537373,0.8163022685270246,0.8212460584973361,0.8114176442782863,129.5,0.5982355687335495,0.746900269541779,0.7468961320848961,0.7479194630872483,0.745872801082544,0.8198720809162576,0.6841256050639196
EfficientNet-B0 (tuned),efficientnet_b0,10,0.42036223166486897,0.7993116746808563,0.79590635071297,0.7695434033130588,0.8222692981128813,0.8272045232140915,0.817392612329974,129.8,0.5433539703689174,0.7310646900269542,0.730798099888508,0.7223265845682878,0.739269615208728,0.8415885765283355,0.6591332712022367
