model,timm_name,epoch,train_loss,train_accuracy,train_macro_f1,train_f1_sem_garimpo,train_f1_com_garimpo,train_recall_com_garimpo,train_precision_com_garimpo,train_time_s,val_loss,val_accuracy,val_macro_f1,val_f1_sem_garimpo,val_f1_com_garimpo,val_recall_com_garimpo,val_precision_com_garimpo
EfficientNet-B0 (scratch),efficientnet_b0,1,0.7251410511287288,0.6138055603016915,0.608579317894916,0.5633503518697393,0.6538082839200928,0.6497988474502555,0.65786750621959,244.5,0.6924719437434667,0.6113207547169811,0.5960649818158947,0.674565560821485,0.5175644028103045,0.46021121523129555,0.5912478501815402
EfficientNet-B0 (scratch),efficientnet_b0,2,0.6533292376819629,0.6454026214943006,0.6396903072859941,0.594322894123232,0.6850577204487561,0.6871806023703382,0.6829479144153879,154.3,0.6402147246820907,0.6425202156334232,0.6197029283877353,0.7128552097428958,0.5265506470325747,0.43879220586047896,0.6581883087907184
EfficientNet-B0 (scratch),efficientnet_b0,3,0.623245516589849,0.6598769801557275,0.6530024943655418,0.6041616362474256,0.701843352483658,0.7132978145047298,0.6907509581771469,145.3,0.6322866583770176,0.6544474393530997,0.6353277113450255,0.7188288189494462,0.5518266037406048,0.4695820318310278,0.668997668997669
EfficientNet-B0 (scratch),efficientnet_b0,4,0.5988796696151603,0.6711293905147795,0.6647268690011445,0.6183955250300928,0.7110582129721963,0.7210394693921931,0.7013495219561723,161.0,0.633469235141965,0.6755390835579514,0.6363253644957136,0.755744939887384,0.5169057891040434,0.38316227874460806,0.7940813810110974
EfficientNet-B0 (scratch),efficientnet_b0,5,0.5879037320903381,0.6766823695965242,0.6709487861708824,0.6275132870279239,0.7143842853138409,0.7204740676307492,0.7083965874831619,162.6,0.6407254055825206,0.5873315363881402,0.5810157616908891,0.5295744353971424,0.6324570879846357,0.7837275026030046,0.5301338162793038
EfficientNet-B0 (scratch),efficientnet_b0,6,0.5713963370305839,0.6874710146696282,0.682623944737641,0.6434022168996825,0.7218456725755996,0.7225834511253669,0.7211093990755008,157.3,0.6004831710915681,0.6822102425876011,0.675551308040393,0.7220322998939055,0.6290703161868806,0.5948237394020527,0.6675012518778167
EfficientNet-B0 (scratch),efficientnet_b0,7,0.5611715884187031,0.699650955600576,0.6953783617930285,0.6593017138743528,0.7314550097117042,0.7288463629444384,0.7340823970037453,153.4,0.6511546555233773,0.6402291105121294,0.6338617572948555,0.5855778933478227,0.6821456212418884,0.8521493380931132,0.5686916815564821
EfficientNet-B0 (scratch),efficientnet_b0,8,0.5530086131430682,0.7071444262735239,0.702507213878085,0.6653650917610309,0.7396493359951393,0.7412417092530172,0.7380637897061689,147.6,0.5647959491152648,0.7116576819407008,0.703047145964655,0.7536131744112398,0.6524811175180704,0.5975011155734047,0.7186046511627907
EfficientNet-B0 (scratch),efficientnet_b0,9,0.5425711599878292,0.7173106495154873,0.7128672427553768,0.6771482333263642,0.7485862521843896,0.7498967054474285,0.7472803709964028,147.0,0.5772318725798008,0.7004043126684636,0.6918539256993781,0.7431839186691312,0.6405239327296248,0.5891715008180871,0.7016829052258636
EfficientNet-B0 (scratch),efficientnet_b0,10,0.5385527690956796,0.7194097976518832,0.7146239436838822,0.6776676433888991,0.7515802439788652,0.7563118408176579,0.7469074821750709,150.0,0.5622803827823012,0.7091644204851753,0.684567660173461,0.7726506531816266,0.5964846671652955,0.47449055481183994,0.8029197080291971
EfficientNet-B0 (scratch),efficientnet_b0,11,0.5335592946491434,0.7230833068905758,0.7181262568184106,0.6807462854570013,0.7555062281798198,0.7623572904207894,0.7487772058352379,146.2,0.5699143354783482,0.7067385444743935,0.6919644896979964,0.7594250967385295,0.6245038826574634,0.5383013535623977,0.7435792069036368
EfficientNet-B0 (scratch),efficientnet_b0,12,0.5299316052804888,0.7248163245380653,0.720000392194464,0.6832790201146196,0.7567217642743084,0.7625964988583234,0.7509368508961648,160.5,0.528575449089477,0.7243261455525607,0.7151252043337762,0.7663220426115268,0.6639283660560257,0.6010709504685409,0.7414678899082568
EfficientNet-B0 (scratch),efficientnet_b0,13,0.5255875026442971,0.7297468817886695,0.7250369211873038,0.6890499059173758,0.7610239364572317,0.766750027182777,0.7553827366797352,153.0,0.529199878987919,0.7173180592991913,0.7092167810061588,0.7577524975457642,0.6606810644665534,0.6074669046556597,0.724113475177305
EfficientNet-B0 (scratch),efficientnet_b0,14,0.5216349949349407,0.7305889819131538,0.7258284233301326,0.6897007351597532,0.7619561115005122,0.7682940089159509,0.7557219251336899,161.9,0.5473824434203279,0.7101078167115903,0.6961557864998487,0.7612652608213096,0.6310463121783877,0.547225940800238,0.7451893862669637
EfficientNet-B0 (scratch),efficientnet_b0,15,0.5200430270404532,0.732883399643633,0.7279217517514767,0.6911799980246356,0.7646635054783179,0.7732521474393824,0.7562635586371177,167.5,0.5371741914042244,0.713544474393531,0.7041165343584799,0.7569329292698267,0.6513001394471332,0.5905101889037632,0.7260424286759327
EfficientNet-B0 (scratch),efficientnet_b0,16,0.5170177121915922,0.7350679782274403,0.7301169624289987,0.6935629587803501,0.7666709660776474,0.7755572469283462,0.7579860151750228,166.8,0.526024643446236,0.7237196765498652,0.7227580331958023,0.7390861652030037,0.7064299011886009,0.7337498140710992,0.6810713792627364
EfficientNet-B0 (scratch),efficientnet_b0,17,0.5146273260430073,0.736984061119383,0.732239607072536,0.6965972603511144,0.7678819537939576,0.7751875611612482,0.7607127614169867,170.2,0.5225304818217645,0.7216981132075472,0.7203666749303066,0.7396621280887544,0.7010712217718588,0.7203629332143389,0.6827858451994925
