model,timm_name,epoch,train_loss,train_accuracy,train_macro_f1,train_f1_sem_garimpo,train_f1_com_garimpo,train_recall_com_garimpo,train_precision_com_garimpo,train_time_s,val_loss,val_accuracy,val_macro_f1,val_f1_sem_garimpo,val_f1_com_garimpo,val_recall_com_garimpo,val_precision_com_garimpo
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,1,0.5037119374526707,0.7380712928818862,0.7378815868650339,0.7449332136347561,0.7308299600953119,0.7179884927797834,0.7441391406021631,138.5,0.40341714193059136,0.8120837873834604,0.8105959464623829,0.7938089544307161,0.8273829384940496,0.8807719630594364,0.7800964765100671
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,2,0.4679192183523661,0.7616353782545536,0.7616177870698564,0.7636655725899151,0.7595700015497978,0.7602662454873647,0.7588750316714057,137.9,0.38112623003207824,0.8198934495701659,0.8184694050738934,0.8023912321487878,0.8345475779989989,0.8883495145631068,0.7868904037755637
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,3,0.4548338504660288,0.7706727008604314,0.7706588683010185,0.7724399844763542,0.7688777521256828,0.7702222472924187,0.7675379426644182,137.8,0.40101911832842013,0.7855672599588328,0.7800591559769966,0.745253164556962,0.8148651473970312,0.9229220932986029,0.7294591053715141
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,4,0.44076629539004436,0.7796960554251872,0.7796911448047819,0.7807312665091061,0.7786510231004575,0.7824063628158845,0.77493156042237,137.4,0.3818910827012021,0.8100254268071195,0.8082667114495142,0.7899035886448849,0.8266298342541436,0.8857447312337201,0.774911953594365
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,5,0.4312348009447956,0.7849061347636608,0.7848927372879206,0.7865903515944399,0.7831951229814015,0.7844652527075813,0.7819290995473841,137.3,0.40064222452672,0.7922266618234654,0.7895872904490469,0.7660212707935642,0.8131533101045296,0.8842055410845371,0.7526708324934489
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,6,0.4231498659103326,0.7916806347077886,0.7916657075535538,0.7934291808637358,0.7899022342433719,0.7907265342960289,0.7890796509991557,137.2,0.38199500885897736,0.8074222060782177,0.8069359157556815,0.7972464784243738,0.8166253530869891,0.8386218328202699,0.7957532861476239
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,7,0.4151536288747895,0.7958291429209967,0.7958190638113273,0.7972536236909633,0.7943845039316912,0.7963673285198556,0.7924115286391827,136.9,0.37894413066063337,0.8149291681801671,0.8138163907307081,0.7994226100649564,0.8282101713964597,0.872484016102297,0.7882126430634292
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,8,0.40840587613036183,0.7999357470108392,0.7999279474080876,0.801177140160191,0.7986787546559843,0.8013030234657039,0.7960716187060439,137.5,0.39657582143617753,0.7956169027727328,0.7925139387382958,0.7671402952131329,0.8178875822634588,0.8975846554582051,0.7511890606420928
Swin Transformer (v2 bloques tuned),swin_tiny_patch4_window7_224,9,0.40126444676432854,0.8034836294558051,0.8034745356062849,0.8048113875053761,0.8021376837071936,0.8043208483754513,0.7999663384667172,137.2,0.39736791497238727,0.8057876256205352,0.8057519034462572,0.8031177120412422,0.8083860948512722,0.8012076722708975,0.8156943105110896
